"4UIN"	"4UIWT"	"490WT"	"490N"	"4180N"	"4180WT"	"5UIN"	"5UIWT"	"545WT"	"545N"	"590WT"	"590N"	"5180N"	"5180WT"	"6UIWT"	"645WT"	"645N"	"690WT"	"690N"	"6180N"	"6180WT"	"445N"	"445WT"	"Gene_ID"
43	5	84	40	40	369	4	11	12	3	125	9	94	522	23	15	5	117	16	138	694	2	28	"E2348C_0275"
85	9	131	48	38	473	10	10	18	8	253	15	87	639	22	31	3	58	29	180	846	4	33	"E2348C_0276"
45	6	169	73	53	1708	2	3	19	2	229	34	349	2590	19	12	7	155	39	1401	4411	7	37	"E2348C_0277"
14	2	3	3	3	42	1	1	0	1	8	4	11	49	19	3	0	11	1	24	78	0	0	"E2348C_0278"
11	1	1	2	1	17	0	2	3	0	6	0	6	35	4	1	0	4	2	3	60	1	2	"E2348C_0286"
23	3	2	2	3	58	1	5	5	1	5	0	5	81	8	4	0	3	1	13	155	0	7	"E2348C_0289"
30	5	12	12	3	122	1	5	4	0	49	2	45	137	11	2	0	15	3	65	372	2	6	"E2348C_0295"
43	6	47	21	15	194	9	5	14	3	81	12	97	297	12	12	10	48	3	170	579	5	14	"E2348C_0296"
45	8	22	33	8	98	3	11	16	13	48	8	47	184	29	7	5	11	3	69	335	14	46	"E2348C_0300"
74	16	25	7	8	160	2	8	7	3	36	1	38	280	35	6	2	34	5	90	353	1	6	"E2348C_0301"
15	0	6	1	2	58	5	6	0	1	16	2	22	76	9	3	2	7	0	44	134	1	4	"E2348C_0302"
5	3	17	1	10	109	0	1	1	3	46	6	75	296	3	6	2	17	3	120	562	4	9	"E2348C_0303"
4	1	9	4	7	65	0	1	1	1	18	0	32	87	0	4	0	10	6	52	261	0	3	"E2348C_0304"
3	1	1	2	3	13	0	2	5	1	7	2	13	38	0	0	0	1	8	11	53	4	0	"E2348C_0305"
13	3	2	3	5	25	0	1	1	0	7	5	5	31	7	0	0	12	0	17	84	1	4	"E2348C_0306"
165	17	36	17	7	313	9	16	8	0	67	2	56	302	48	7	1	29	12	142	834	8	9	"E2348C_0309"
77	12	15	9	4	116	2	8	1	2	24	4	21	180	19	4	0	29	0	36	274	0	3	"E2348C_0310"
123	14	8	15	5	153	16	9	3	1	27	2	41	159	36	0	3	7	5	79	254	4	4	"E2348C_0312"
98	10	13	9	6	51	10	6	2	0	10	1	20	124	33	1	0	9	4	40	123	0	6	"E2348C_0313"
95	16	20	8	8	93	9	16	1	2	28	5	32	156	31	3	0	26	3	57	245	7	5	"E2348C_0314"
81	11	8	4	4	28	1	5	1	1	7	0	20	44	27	0	0	2	0	7	38	2	4	"E2348C_0315"
36	4	20	1	2	63	2	0	6	0	14	2	10	69	19	0	2	7	0	23	109	0	3	"E2348C_0316"
204	20	47	12	11	255	10	17	21	4	136	12	138	521	46	26	8	40	10	173	981	5	33	"E2348C_0317"
506	71	14	8	5	177	38	45	8	2	38	2	26	271	155	11	3	31	4	91	442	4	26	"E2348C_0318"
69	13	13	9	13	110	6	10	7	3	23	6	78	188	47	3	0	14	2	67	363	1	10	"E2348C_0319"
27	1	5	1	2	27	3	2	1	0	13	0	15	63	10	0	6	6	1	9	119	2	2	"E2348C_0320"
50	7	6	4	10	73	7	5	8	0	20	3	26	111	29	3	1	11	1	43	211	3	17	"E2348C_0322"
55	11	17	11	7	118	3	10	14	1	21	3	39	197	23	8	0	20	6	83	290	3	8	"E2348C_0323"
114	14	40	37	21	211	4	6	11	2	61	8	92	386	16	31	4	44	11	135	501	4	26	"E2348C_0324"
127	20	17	4	2	90	13	12	2	1	26	3	24	162	38	9	1	17	0	40	209	2	11	"E2348C_0325"
15	4	14	5	1	62	4	0	0	0	17	4	21	122	3	3	0	7	0	56	154	2	4	"E2348C_0326"
703	121	59	56	35	699	33	46	15	9	108	14	121	848	140	43	4	112	43	315	1476	12	63	"E2348C_0327"
34	4	6	2	6	57	4	3	3	0	7	2	14	80	10	0	0	9	1	30	122	1	2	"E2348C_0328"
80	13	39	17	7	200	9	10	3	3	66	9	66	328	16	3	5	32	5	167	651	2	10	"E2348C_0329"
11	5	3	0	2	30	3	0	2	0	2	0	10	35	2	1	0	3	1	4	75	0	1	"E2348C_0330"
57	8	14	7	9	146	15	11	5	1	28	1	34	206	20	4	4	14	4	65	395	1	5	"E2348C_0331"
54	10	37	14	10	118	10	12	4	0	30	7	59	235	37	4	5	28	6	56	403	1	8	"E2348C_0332"
28	2	4	4	1	68	3	1	1	0	12	3	13	93	4	4	0	4	2	24	160	0	16	"E2348C_0333"
23	5	5	1	5	80	4	1	2	1	12	0	37	93	7	9	0	4	3	32	208	1	4	"E2348C_0334"
65	4	10	3	11	163	5	4	2	2	37	5	59	197	11	6	2	17	5	72	336	6	6	"E2348C_0335"
381	61	97	50	43	861	38	41	19	9	201	18	213	930	183	26	11	121	30	336	2330	12	60	"E2348C_0336"
78	8	22	11	8	138	3	5	3	4	37	10	40	207	31	12	2	25	1	67	382	4	10	"E2348C_0337"
27	4	10	1	1	36	4	5	1	0	7	2	12	70	13	3	0	3	1	12	91	1	2	"E2348C_0338"
77	11	9	5	6	71	6	5	4	1	19	1	22	87	20	0	4	17	4	36	200	0	9	"E2348C_0339"
84	9	35	11	20	190	7	8	13	2	66	4	89	320	22	3	10	21	11	108	499	4	25	"E2348C_0340"
486	81	159	64	61	687	23	19	51	10	335	38	271	1336	105	85	16	142	57	545	2013	23	149	"E2348C_0341"
589	115	101	33	32	728	30	40	49	9	200	27	191	926	115	51	15	126	18	421	2082	15	79	"E2348C_0342"
689	112	134	75	90	920	72	97	58	15	319	48	393	1517	228	49	19	167	39	728	2562	23	79	"E2348C_0343"
468	101	111	53	45	489	35	41	26	13	201	24	250	900	116	35	14	78	18	296	1477	17	65	"E2348C_0344"
308	32	25	9	19	318	17	40	5	0	26	1	45	340	76	5	4	30	8	96	581	0	26	"E2348C_0345"
352	50	493	200	77	1843	14	17	46	12	807	85	480	2704	58	113	54	321	50	1083	6618	30	221	"E2348C_0346"
82	8	9	5	8	52	5	6	1	0	24	1	23	99	19	1	1	9	3	16	104	2	21	"E2348C_0347"
51	8	9	0	5	81	10	3	2	3	17	1	27	127	19	10	0	11	1	27	212	0	2	"E2348C_0348"
61	15	10	4	5	100	2	11	2	0	17	2	36	109	32	2	2	7	6	66	229	3	3	"E2348C_0349"
93	22	26	20	13	135	9	9	4	2	93	6	100	411	44	4	4	22	6	122	628	8	5	"E2348C_0350"
135	20	11	5	11	109	17	14	0	1	54	4	76	218	26	11	3	15	4	82	528	3	8	"E2348C_0351"
14	2	8	4	1	30	4	2	0	0	8	2	24	74	4	3	3	7	0	23	137	0	1	"E2348C_0352"
20	1	4	1	2	41	2	2	5	0	13	3	16	68	10	0	2	4	1	35	142	0	8	"E2348C_0353"
17	3	2	3	0	43	1	0	0	0	11	0	14	71	7	0	1	2	3	21	146	5	2	"E2348C_0354"
164	32	31	12	15	283	17	13	4	3	91	7	109	418	61	16	15	37	18	165	843	7	27	"E2348C_0355"
110	16	21	10	13	147	8	19	6	1	35	8	56	209	35	12	0	29	3	56	322	5	13	"E2348C_0356"
17	1	7	1	0	17	3	0	2	0	9	0	9	64	2	8	0	12	2	21	83	1	6	"E2348C_0357"
200	21	81	31	17	340	24	12	9	3	163	12	163	678	83	22	9	47	7	151	1187	7	29	"E2348C_0358"
24	3	0	0	0	18	5	2	6	1	14	0	18	57	0	5	1	3	0	23	103	0	4	"E2348C_0359"
69	9	8	3	4	77	1	5	2	1	21	4	35	139	20	0	0	23	1	37	247	2	4	"E2348C_0360"
640	90	142	38	51	1351	29	48	46	9	245	23	201	1443	148	38	11	227	35	438	3044	13	84	"E2348C_0361"
45	4	10	8	1	84	5	6	2	0	31	1	28	99	15	3	0	7	2	42	217	0	0	"E2348C_0362"
72	6	17	11	10	177	14	7	3	3	43	13	51	160	17	7	2	29	5	71	398	3	6	"E2348C_0363"
21	2	4	3	1	43	0	7	4	1	19	4	6	52	5	5	0	8	2	12	54	0	8	"E2348C_0365"
105	15	36	12	11	172	11	24	21	6	95	16	49	264	37	4	4	33	2	97	421	8	22	"E2348C_0366"
112	24	130	34	30	681	3	27	27	9	221	11	99	903	55	26	8	104	20	177	1223	5	65	"E2348C_0367"
60	13	30	9	8	168	6	8	5	0	60	11	70	271	30	7	7	28	7	87	549	5	11	"E2348C_0368"
76	18	19	12	6	147	10	7	3	0	42	8	65	213	29	13	3	17	5	73	393	1	13	"E2348C_0369"
320	55	82	39	24	669	33	30	34	12	153	14	111	980	56	35	4	135	25	231	1610	10	41	"E2348C_0370"
2042	485	1237	468	269	4987	177	213	178	40	2364	223	2234	10068	537	405	123	1398	140	4070	15387	113	542	"E2348C_0371"
349	50	54	44	26	461	48	60	30	4	132	12	182	718	135	22	10	75	17	217	1063	4	44	"E2348C_0372"
556	120	116	58	56	719	84	112	30	6	236	37	482	1470	188	41	19	114	18	515	2532	12	54	"E2348C_0373"
848	150	201	110	120	1346	61	153	51	19	420	67	799	2189	301	59	39	242	52	1259	4041	21	126	"E2348C_0374"
144	36	99	37	24	609	13	4	13	0	150	20	118	1012	42	27	9	99	16	349	1488	15	37	"E2348C_0375"
775	149	190	89	61	1046	102	73	55	15	403	31	413	1808	233	56	10	216	43	736	3102	15	101	"E2348C_0376"
21	1	6	8	0	34	52	14	28	9	22	27	14	64	31	18	23	18	30	45	127	1	5	"E2348C_0377"
72	11	10	9	5	61	0	8	10	0	23	1	27	110	7	9	2	3	1	52	228	4	6	"E2348C_0379"
86	15	7	7	1	55	6	15	5	2	19	0	24	104	57	11	3	9	1	38	180	4	11	"E2348C_0381"
44	8	15	10	4	121	2	6	0	2	40	3	19	107	15	7	0	15	0	34	255	5	9	"E2348C_0382"
57	12	13	11	4	95	11	6	0	0	18	4	23	123	28	10	2	9	7	35	268	1	10	"E2348C_0383"
79	9	9	2	4	62	7	15	3	2	22	4	32	158	43	3	0	9	1	33	256	1	3	"E2348C_0384"
4	1	8	9	11	24	1	1	4	3	18	3	21	223	7	12	1	6	7	12	80	1	14	"E2348C_0385"
48	9	14	2	7	30	2	2	6	2	14	3	43	196	20	9	0	10	2	16	109	5	10	"E2348C_0386"
40	8	13	2	8	52	2	2	5	0	20	1	24	78	5	1	0	10	1	21	180	0	6	"E2348C_0387"
57	6	39	5	12	220	5	5	27	1	76	11	67	445	20	21	8	27	5	82	568	3	20	"E2348C_0388"
96	13	4	7	3	231	43	151	2	4	32	9	3	5	41	1	2	54	0	6	17	0	9	"EBG00001076535"
11	2	77	21	5	252	0	3	10	1	230	9	79	817	14	7	6	51	2	162	1233	2	24	"E2348C_0391"
72	10	11	5	3	74	4	10	0	0	24	1	26	105	22	1	0	18	1	38	213	2	10	"E2348C_0392"
74	11	37	17	8	256	1	4	6	1	54	2	51	435	22	18	3	27	4	135	571	9	21	"E2348C_0393"
396	51	248	87	101	1591	15	11	48	10	457	67	317	2827	139	40	18	307	79	892	3405	21	61	"E2348C_0394"
493	41	233	98	86	1374	33	31	47	13	291	29	204	2484	130	50	21	213	64	764	2469	28	85	"E2348C_0395"
1417	180	407	219	238	2981	107	83	91	34	595	101	579	5071	503	105	45	518	179	1510	4882	73	162	"E2348C_0396"
902	148	177	83	101	835	114	136	51	20	389	54	509	1843	204	55	28	163	64	798	2844	26	81	"E2348C_0397"
490	54	143	47	45	742	27	47	28	4	269	21	337	1371	131	19	14	141	32	489	2089	8	67	"E2348C_0398"
50	6	77	20	21	417	5	3	21	0	129	6	64	565	20	8	8	86	17	222	843	1	40	"E2348C_0399"
421	56	113	36	31	675	30	30	33	12	192	18	199	1028	114	27	11	138	30	350	1408	17	44	"E2348C_0400"
24	2	3	4	2	32	0	1	0	0	5	1	9	51	2	1	0	4	0	9	91	2	3	"E2348C_0402"
55	4	11	6	2	70	3	10	4	1	18	6	31	97	41	2	1	3	3	34	167	6	13	"E2348C_0403"
185	37	62	38	27	501	25	14	14	4	178	24	140	643	71	23	11	77	15	358	1440	9	33	"E2348C_0404"
383	73	94	46	49	633	46	48	15	12	242	9	195	918	150	13	15	124	13	337	1743	13	54	"E2348C_0405"
98	25	13	5	7	68	15	14	1	1	15	1	49	118	42	4	0	19	0	66	241	0	2	"E2348C_0406"
129	25	16	17	22	195	23	15	9	2	72	11	76	226	35	7	4	29	12	135	611	5	15	"E2348C_0407"
1153	233	342	193	158	1685	65	109	83	11	598	82	1191	2620	251	88	37	339	54	1748	4937	36	143	"E2348C_0408"
609	85	187	75	61	1042	38	44	42	6	355	35	421	1661	119	52	23	166	17	723	3739	13	114	"E2348C_0409"
42	1	17	4	6	75	2	8	1	0	35	3	27	162	7	0	4	11	2	54	277	0	3	"E2348C_0410"
11	1	0	2	0	8	2	0	0	0	4	1	2	34	3	0	0	2	0	10	44	0	0	"E2348C_0411"
37	9	39	14	12	216	3	2	7	2	64	2	51	382	13	3	0	30	11	91	505	3	22	"E2348C_0412"
74	14	25	21	14	248	9	5	7	5	117	5	113	370	32	8	10	39	7	153	738	4	18	"E2348C_0413"
11	0	3	0	0	26	2	0	1	0	3	1	8	32	2	2	0	3	0	11	67	0	0	"E2348C_0414"
39	5	5	3	5	79	10	6	10	0	28	5	36	171	11	8	0	15	1	60	303	2	8	"E2348C_0415"
31	9	12	2	3	56	2	6	0	1	8	1	16	92	6	0	0	11	2	26	201	0	0	"E2348C_0416"
55	10	7	6	3	40	3	6	3	1	11	0	17	86	21	3	0	5	0	19	160	3	10	"E2348C_0417"
26	6	11	7	1	76	1	5	2	0	6	1	13	71	4	6	3	9	2	35	132	0	3	"E2348C_0418"
280	47	18	9	7	99	50	42	6	2	28	6	133	285	115	5	1	13	14	124	576	3	9	"E2348C_0419"
17	2	4	2	2	28	3	8	0	0	8	1	10	38	24	0	2	4	0	11	95	0	1	"E2348C_0421"
44	7	8	5	2	76	8	10	2	0	28	1	11	91	12	4	0	10	1	28	213	0	3	"E2348C_0422"
25	3	5	3	0	47	2	2	2	1	9	0	11	88	8	2	0	7	3	28	101	1	5	"E2348C_0423"
115	11	11	6	2	93	12	13	3	3	14	4	5	102	24	7	3	14	5	32	146	1	7	"E2348C_0424"
146	17	23	26	13	420	11	14	6	4	72	10	41	511	27	21	2	57	11	187	850	7	27	"E2348C_0426"
21	5	3	1	1	16	7	4	2	0	8	0	16	51	7	0	0	2	0	27	93	0	0	"E2348C_0427"
80	6	15	2	4	117	10	19	0	2	31	2	30	145	21	3	1	13	4	32	271	1	6	"E2348C_0428"
99	10	12	2	3	53	17	8	0	0	10	0	8	82	40	0	0	5	3	23	111	0	0	"E2348C_0429"
121	5	11	4	3	48	10	14	4	0	15	2	13	91	14	1	0	9	0	23	194	0	3	"E2348C_0430"
252	30	37	39	26	239	24	24	8	6	107	17	215	439	87	28	4	39	9	276	920	6	43	"E2348C_0431"
26	5	7	3	1	42	5	2	0	1	14	2	20	62	14	1	0	8	0	25	86	3	5	"E2348C_0432"
32	3	9	3	2	35	5	9	3	1	10	1	18	66	3	3	3	2	0	35	132	0	9	"E2348C_0433"
44	6	9	2	11	28	4	4	1	0	10	1	28	79	5	0	0	8	0	12	107	2	3	"E2348C_0434"
78	13	6	4	9	42	13	9	2	0	12	3	33	87	25	6	2	4	2	44	154	0	4	"E2348C_0435"
58	7	0	1	0	15	11	15	0	0	0	0	2	13	54	0	1	0	0	5	8	0	5	"E2348C_0436"
34	3	7	6	1	32	6	3	3	0	4	0	4	30	12	0	0	4	1	14	62	0	3	"E2348C_0437"
204	42	31	23	11	363	21	20	9	1	75	1	133	490	91	15	3	53	6	154	1170	2	17	"E2348C_0440"
20	1	2	0	0	16	8	1	0	0	4	0	4	28	8	0	0	8	2	4	49	1	7	"E2348C_0445"
6	1	2	0	1	16	1	0	1	0	3	0	4	20	0	0	0	1	0	12	48	1	0	"E2348C_0448"
286	53	65	15	19	346	25	17	19	13	148	19	167	601	94	20	5	57	19	230	1222	9	27	"E2348C_0455"
137	26	69	20	13	393	13	17	12	9	135	14	141	564	57	8	3	77	8	177	1253	4	33	"E2348C_0456"
34	6	29	11	11	142	0	7	3	0	57	6	53	237	6	12	3	29	1	110	390	4	14	"E2348C_0457"
840	147	187	57	53	1848	44	74	43	5	263	40	230	1897	201	52	11	350	56	674	3464	29	109	"E2348C_0458"
163	23	81	27	20	497	22	18	7	4	137	8	167	586	55	16	6	60	12	207	1152	8	33	"E2348C_0459"
39	3	2	0	5	80	3	4	5	2	10	2	15	62	12	2	1	15	0	25	135	1	2	"E2348C_0461"
163	18	20	8	14	145	31	17	16	0	61	3	70	271	58	12	5	25	14	87	413	1	16	"E2348C_0462"
16	5	45	9	17	432	2	19	4	4	103	4	34	397	42	10	3	82	5	125	691	9	26	"E2348C_tRNA_06"
1	0	3	5	0	15	0	1	0	2	2	0	9	30	0	2	0	4	0	9	66	0	0	"E2348C_0464"
44	4	21	10	5	142	0	5	4	2	26	2	22	162	30	6	0	17	8	65	295	2	3	"E2348C_0465"
50	5	37	7	9	242	1	0	4	1	57	5	75	456	4	0	1	24	2	214	648	1	3	"E2348C_0466"
8	0	1	0	0	17	4	0	0	0	6	0	5	27	0	0	0	1	1	10	42	0	1	"E2348C_0467"
19	0	4	3	6	40	0	6	0	0	15	0	22	71	7	0	1	6	3	20	133	1	0	"E2348C_0468"
21	4	6	3	1	53	3	2	0	0	13	3	12	73	19	0	0	16	1	32	164	0	0	"E2348C_0469"
26	6	6	2	1	35	0	2	7	0	11	1	7	57	9	3	3	5	4	26	100	0	3	"E2348C_0470"
31	1	2	5	5	64	3	0	1	0	9	0	8	70	31	0	1	3	0	20	94	0	0	"E2348C_0471"
73	18	62	34	21	406	11	5	24	6	133	15	149	642	58	9	7	52	5	280	1384	9	22	"E2348C_0476"
132	19	63	35	14	346	4	12	6	0	143	9	97	611	60	23	4	54	4	208	1051	4	24	"E2348C_0477"
188	31	95	24	24	407	14	13	18	0	137	24	151	781	54	20	5	83	13	314	1638	7	37	"E2348C_0478"
77	8	18	6	6	144	8	2	0	2	33	4	20	205	24	4	0	19	2	69	309	2	13	"E2348C_0479"
30	6	19	7	5	128	2	0	4	1	30	4	14	122	11	4	0	18	3	24	169	4	4	"E2348C_0480"
161	18	14	9	8	80	4	6	4	1	21	0	36	162	16	4	1	13	3	33	138	2	11	"E2348C_0481"
17	3	9	6	4	117	0	4	1	2	17	2	6	82	13	1	0	13	1	28	112	0	10	"EBG00001076503"
319	36	18	4	2	170	27	53	6	0	16	3	15	163	234	1	3	9	0	40	179	3	19	"E2348C_0484"
1932	339	49	5	9	715	210	253	17	7	35	0	164	742	597	11	9	17	2	139	544	10	111	"E2348C_0485"
188	25	10	6	0	133	28	16	5	0	14	1	17	90	77	2	2	1	1	24	125	4	16	"E2348C_0486"
767	148	29	9	8	820	105	135	19	5	24	0	136	491	303	17	7	10	1	128	428	13	61	"E2348C_0488"
25	5	3	1	0	121	1	1	2	1	5	1	10	96	16	1	0	7	5	18	65	0	14	"E2348C_0489"
112	11	9	0	2	94	9	12	0	1	6	0	20	61	27	1	0	1	3	18	95	0	7	"E2348C_0490"
84	14	3	4	1	53	5	9	5	0	4	0	13	38	14	2	0	1	0	18	59	1	6	"E2348C_0491"
247	42	74	32	15	484	16	32	18	7	108	10	103	506	102	9	17	80	9	149	943	13	72	"E2348C_0492"
41	8	7	2	1	66	3	1	3	2	7	1	18	78	35	1	1	4	0	24	79	7	5	"E2348C_0493"
155	48	11	2	2	100	20	12	1	1	6	2	32	63	54	2	0	7	0	32	121	1	6	"E2348C_0494"
265	29	7	3	0	141	18	27	13	0	5	2	22	88	106	3	0	4	0	20	98	1	26	"E2348C_0495"
235	42	8	0	1	235	31	40	9	0	3	0	23	90	130	6	0	1	0	34	88	2	10	"E2348C_0496"
141	25	0	0	1	115	19	12	2	0	2	0	13	59	39	0	2	1	0	23	39	0	3	"E2348C_0497"
81	15	0	2	0	64	12	7	0	0	2	0	14	48	25	0	0	0	0	7	18	0	3	"E2348C_0498"
180	40	12	6	18	136	22	29	3	3	37	3	55	199	69	5	1	14	1	67	281	3	13	"E2348C_0499"
241	33	12	12	5	193	31	31	4	2	38	3	52	246	110	3	2	10	10	75	308	5	12	"E2348C_0500"
12	2	2	1	1	25	0	2	0	2	6	1	3	36	1	0	0	3	0	13	51	1	0	"E2348C_0501"
10	5	8	1	1	51	0	3	0	2	8	1	13	58	9	0	0	2	1	18	143	0	3	"E2348C_0502"
16	3	6	0	3	54	2	3	4	1	10	1	14	39	3	3	4	2	0	11	90	0	0	"E2348C_0503"
15	1	2	0	0	15	2	1	0	0	5	0	2	33	10	0	0	2	0	3	35	0	1	"E2348C_0504"
14	0	4	1	3	25	1	1	0	0	4	0	2	32	4	0	0	5	0	3	56	0	2	"E2348C_0506"
31	6	13	5	3	30	2	2	0	1	16	1	12	75	5	6	0	2	1	28	129	1	8	"E2348C_0507"
2495	288	590	272	178	2547	134	156	105	17	949	107	1255	4744	208	125	65	337	68	2247	9597	73	483	"E2348C_0508"
346	50	96	41	40	559	31	49	11	4	171	27	348	925	121	35	8	122	18	469	1785	8	32	"E2348C_0509"
1668	234	324	145	132	1597	63	71	87	14	547	60	380	3003	304	133	38	318	51	681	4467	33	218	"E2348C_0510"
68	14	82	13	18	302	5	7	27	6	117	18	63	553	18	20	6	49	11	158	1073	12	41	"E2348C_0511"
120	22	40	9	14	199	7	18	10	4	66	6	65	268	41	9	3	31	9	103	528	1	32	"E2348C_0512"
9	2	2	0	0	26	0	1	0	0	6	0	6	16	6	1	0	0	0	8	41	0	0	"E2348C_0513"
24	4	4	5	1	56	0	2	0	0	12	0	22	76	17	7	0	1	2	19	138	2	6	"E2348C_0520"
4	1	5	0	1	19	0	0	0	0	3	0	3	26	7	0	0	3	1	13	71	0	0	"E2348C_0521"
34	2	7	3	1	53	1	2	1	2	19	0	16	87	3	5	0	4	0	21	134	1	2	"E2348C_0522"
131	11	225	77	52	676	6	6	23	8	366	37	243	2193	46	67	15	138	46	378	1360	14	95	"E2348C_0523"
54610	5540	1728	1078	429	17567	6713	5325	892	399	2544	258	1694	16533	25345	859	262	3022	510	4220	24701	297	2287	"E2348C_0524"
59	12	8	3	2	50	3	5	0	0	8	6	9	97	10	3	0	4	0	25	177	0	1	"E2348C_0525"
5	1	4	1	0	14	2	0	1	1	1	1	6	21	7	0	0	2	2	9	53	0	6	"E2348C_0526"
968	228	70	36	34	772	50	61	14	5	144	14	195	1289	180	19	10	93	14	429	2364	7	33	"E2348C_0527"
655	116	153	37	28	1107	59	71	21	9	333	22	289	1430	207	29	12	140	12	368	3092	10	64	"E2348C_0528"
5	1	6	7	0	34	2	1	0	0	6	1	10	73	2	0	1	8	2	11	110	2	1	"E2348C_0529"
81	18	31	7	14	148	0	11	6	0	58	5	32	231	38	4	4	7	2	95	526	12	31	"E2348C_0530"
387	56	52	43	22	744	15	29	15	6	101	12	73	577	167	16	13	77	18	213	1448	7	46	"E2348C_0531"
758	96	106	58	40	819	74	65	16	4	216	24	200	993	226	30	12	111	18	439	1913	11	92	"E2348C_0532"
171	17	44	22	19	204	11	16	6	7	79	9	49	309	47	15	5	40	8	104	548	10	14	"E2348C_0533"
101	17	14	16	13	119	6	6	6	6	55	10	53	208	29	8	4	13	3	95	367	4	18	"E2348C_0534"
280	41	66	27	26	472	17	19	21	4	145	14	117	720	118	14	4	91	11	295	1187	11	34	"E2348C_0535"
34	16	19	21	12	123	3	6	4	3	51	3	65	205	32	3	2	26	2	71	368	2	13	"E2348C_0536"
156	33	47	21	20	352	13	14	6	7	77	14	101	443	57	13	4	60	7	185	877	7	43	"E2348C_0537"
24	1	4	3	3	41	5	6	4	3	14	0	5	71	7	6	1	3	0	22	91	1	4	"E2348C_0538"
26	3	6	4	4	56	2	5	3	0	12	4	17	79	10	2	7	5	5	31	127	1	8	"E2348C_0539"
72	14	25	9	8	125	14	13	3	2	32	6	52	225	55	8	2	19	3	71	349	1	11	"E2348C_0540"
205	37	30	12	24	202	13	28	12	0	68	9	85	373	40	11	1	28	5	85	640	8	12	"E2348C_0541"
592	87	114	44	53	807	50	65	51	5	260	35	304	1476	179	34	14	145	35	458	2355	22	64	"E2348C_0542"
44	7	16	5	8	64	4	6	2	0	22	5	46	161	6	11	0	13	0	60	304	0	3	"E2348C_0543"
51	9	18	5	7	75	4	7	5	0	8	4	48	140	22	0	0	6	0	57	272	1	6	"E2348C_0544"
73	11	17	2	3	60	6	3	1	0	37	6	29	154	19	0	0	9	6	31	159	1	3	"E2348C_0545"
16	1	5	4	1	13	4	3	6	1	8	1	12	47	23	0	0	1	2	12	51	0	5	"E2348C_0546"
43	6	20	1	2	50	2	7	5	1	28	1	26	188	35	3	3	13	3	31	136	4	1	"E2348C_0547"
661	104	375	84	78	679	35	47	66	7	423	48	329	2734	216	107	26	241	32	420	1697	34	161	"E2348C_0548"
34	6	9	1	0	58	0	1	3	1	14	2	10	86	11	7	1	5	0	27	124	0	0	"E2348C_0549"
170	32	62	32	38	341	18	16	15	9	143	11	129	541	93	15	8	42	11	196	840	8	19	"E2348C_0550"
136	24	79	24	37	315	8	20	13	10	125	18	150	622	38	11	17	62	11	192	818	6	30	"E2348C_0551"
29	4	12	1	5	54	3	1	4	0	29	10	39	102	16	4	0	6	4	48	218	0	6	"E2348C_0552"
94	13	21	5	20	159	5	10	2	0	35	3	93	208	38	0	3	18	7	102	388	3	9	"E2348C_0553"
242	27	83	25	27	457	16	19	16	3	127	16	181	543	71	21	9	75	11	258	1319	6	61	"E2348C_0554"
44	7	11	9	3	79	2	4	4	0	18	1	30	90	23	1	5	10	4	36	207	1	5	"E2348C_0555"
34	55	5	2	13	183	43	97	5	2	36	4	34	104	187	5	5	20	4	21	134	6	17	"E2348C_tRNA_07"
3	1	2	1	0	35	3	1	0	0	10	3	4	27	3	1	0	6	1	12	61	0	0	"E2348C_tRNA_09"
12	4	20	8	8	129	4	2	4	0	48	0	22	206	10	5	1	32	2	78	474	2	3	"E2348C_tRNA_10"
73	45	33	6	17	443	39	78	5	1	76	6	38	361	141	10	3	65	3	60	442	13	14	"E2348C_tRNA_11"
14	1	3	1	1	28	1	4	0	0	1	0	1	18	6	1	0	2	2	4	45	0	0	"E2348C_tRNA_12"
371	50	118	46	43	730	47	44	23	5	194	17	317	1252	94	18	14	107	25	365	2523	4	38	"E2348C_0556"
66	9	12	18	10	187	6	13	8	2	39	4	39	218	45	6	1	36	8	89	509	1	14	"E2348C_0557"
85	9	7	7	4	121	11	11	4	1	31	3	32	110	23	6	2	13	0	60	232	2	7	"E2348C_0558"
81	13	11	11	3	138	0	9	5	2	25	1	29	161	19	2	4	22	6	37	273	2	1	"E2348C_0559"
19	4	93	10	4	173	5	2	7	1	83	1	53	253	2	8	2	37	3	53	441	0	17	"E2348C_0560"
31	4	30	13	14	101	5	8	4	0	29	13	86	254	12	1	3	22	7	141	399	1	12	"E2348C_0561"
89	16	36	16	7	216	12	8	3	1	51	3	51	252	35	7	4	41	8	46	421	8	19	"E2348C_0570"
282	37	48	22	29	433	9	28	15	2	147	17	178	702	130	26	2	73	14	223	1302	4	33	"E2348C_0571"
5	0	24	3	1	44	0	2	0	0	5	0	8	45	2	3	0	1	1	21	71	0	1	"E2348C_0572"
1942	315	262	89	59	2476	87	161	46	25	509	27	252	2901	489	71	24	492	49	665	5086	20	152	"E2348C_0574"
92	6	21	6	2	239	3	5	12	3	62	5	21	269	18	10	1	40	0	45	367	0	5	"E2348C_0575"
465	87	171	86	65	1162	31	37	31	6	354	20	184	1689	141	43	18	181	22	539	2970	9	92	"E2348C_0576"
19	8	9	5	5	55	2	3	4	1	16	1	31	120	8	1	2	5	0	28	161	1	3	"E2348C_0577"
31	6	4	3	5	68	3	4	6	0	15	0	25	78	17	2	0	9	1	38	128	3	7	"E2348C_0578"
